home,away,result,year
guarani,vasco,0.0,2003
atléticopr,grêmio,0.0,2003
flamengo,coritiba,2.0,2003
goiás,paysandu,2.0,2003
internacional,pontepreta,2.0,2003
criciúma,fluminense,0.0,2003
juventude,sãopaulo,2.0,2003
fortaleza,bahia,2.0,2003
cruzeiro,sãocaetano,2.0,2003
vitória,figueirense,2.0,2003
santos,paraná,2.0,2003
corinthians,atléticomg,1.0,2003
fluminense,fortaleza,2.0,2003
atléticomg,santos,2.0,2003
coritiba,internacional,1.0,2003
grêmio,guarani,0.0,2003
figueirense,corinthians,2.0,2003
paysandu,vitória,1.0,2003
pontepreta,juventude,0.0,2003
paraná,atléticopr,0.0,2003
sãocaetano,criciúma,0.0,2003
sãopaulo,cruzeiro,1.0,2003
vasco,goiás,0.0,2003
internacional,bahia,0.0,2003
santos,figueirense,0.0,2003
atléticopr,atléticomg,1.0,2003
corinthians,paysandu,0.0,2003
vitória,vasco,0.0,2003
criciúma,sãopaulo,2.0,2003
fortaleza,sãocaetano,2.0,2003
juventude,coritiba,0.0,2003
guarani,paraná,0.0,2003
goiás,grêmio,2.0,2003
cruzeiro,pontepreta,0.0,2003
flamengo,fluminense,0.0,2003
paysandu,santos,0.0,2003
bahia,juventude,0.0,2003
grêmio,vitória,0.0,2003
atléticomg,guarani,0.0,2003
figueirense,atléticopr,2.0,2003
pontepreta,criciúma,2.0,2003
sãocaetano,flamengo,2.0,2003
vasco,corinthians,2.0,2003
coritiba,cruzeiro,1.0,2003
fluminense,internacional,0.0,2003
sãopaulo,fortaleza,0.0,2003
paraná,goiás,0.0,2003
bahia,atléticomg,1.0,2003
sãocaetano,grêmio,2.0,2003
flamengo,santos,1.0,2003
sãopaulo,vasco,0.0,2003
internacional,corinthians,0.0,2003
criciúma,guarani,0.0,2003
juventude,vitória,2.0,2003
fortaleza,atléticopr,0.0,2003
pontepreta,paysandu,2.0,2003
cruzeiro,goiás,0.0,2003
fluminense,paraná,2.0,2003
coritiba,figueirense,0.0,2003
atléticomg,coritiba,1.0,2003
paraná,bahia,0.0,2003
vitória,internacional,1.0,2003
guarani,cruzeiro,2.0,2003
corinthians,flamengo,2.0,2003
goiás,juventude,0.0,2003
figueirense,pontepreta,2.0,2003
santos,fortaleza,0.0,2003
grêmio,fluminense,1.0,2003
atléticopr,criciúma,0.0,2003
paysandu,sãopaulo,0.0,2003
vasco,sãocaetano,0.0,2003
flamengo,vitória,0.0,2003
bahia,grêmio,0.0,2003
cruzeiro,atléticopr,0.0,2003
fortaleza,corinthians,1.0,2003
sãopaulo,figueirense,0.0,2003
sãocaetano,paysandu,0.0,2003
internacional,goiás,0.0,2003
pontepreta,atléticomg,0.0,2003
juventude,guarani,2.0,2003
coritiba,paraná,0.0,2003
criciúma,santos,1.0,2003
fluminense,vasco,2.0,2003
goiás,flamengo,2.0,2003
santos,cruzeiro,1.0,2003
paraná,pontepreta,0.0,2003
corinthians,criciúma,0.0,2003
vasco,bahia,2.0,2003
paysandu,fluminense,2.0,2003
atléticomg,sãopaulo,2.0,2003
vitória,fortaleza,0.0,2003
guarani,internacional,0.0,2003
atléticopr,juventude,0.0,2003
figueirense,sãocaetano,0.0,2003
grêmio,coritiba,0.0,2003
fluminense,figueirense,0.0,2003
sãocaetano,atléticomg,0.0,2003
juventude,santos,2.0,2003
bahia,paysandu,0.0,2003
internacional,atléticopr,2.0,2003
coritiba,vasco,2.0,2003
cruzeiro,corinthians,2.0,2003
fortaleza,goiás,0.0,2003
pontepreta,grêmio,0.0,2003
criciúma,vitória,2.0,2003
flamengo,guarani,2.0,2003
sãopaulo,paraná,0.0,2003
atléticomg,fluminense,0.0,2003
paraná,sãocaetano,2.0,2003
corinthians,juventude,0.0,2003
vasco,pontepreta,0.0,2003
atléticopr,flamengo,0.0,2003
paysandu,coritiba,1.0,2003
goiás,criciúma,1.0,2003
grêmio,sãopaulo,1.0,2003
guarani,fortaleza,0.0,2003
figueirense,bahia,0.0,2003
vitória,cruzeiro,0.0,2003
santos,internacional,0.0,2003
fluminense,atléticopr,0.0,2003
cruzeiro,criciúma,0.0,2003
coritiba,guarani,0.0,2003
pontepreta,sãocaetano,2.0,2003
internacional,paysandu,0.0,2003
paraná,flamengo,0.0,2003
bahia,goiás,0.0,2003
fortaleza,juventude,0.0,2003
figueirense,grêmio,0.0,2003
santos,sãopaulo,0.0,2003
corinthians,vitória,0.0,2003
vasco,atléticomg,2.0,2003
vitória,fluminense,0.0,2003
guarani,santos,1.0,2003
grêmio,fortaleza,0.0,2003
atléticomg,figueirense,2.0,2003
paysandu,paraná,0.0,2003
juventude,vasco,2.0,2003
atléticopr,pontepreta,0.0,2003
goiás,coritiba,1.0,2003
sãocaetano,corinthians,0.0,2003
criciúma,internacional,0.0,2003
sãopaulo,bahia,2.0,2003
flamengo,cruzeiro,0.0,2003
fluminense,goiás,1.0,2003
pontepreta,guarani,1.0,2003
coritiba,atléticopr,0.0,2003
corinthians,sãopaulo,1.0,2003
fortaleza,paysandu,1.0,2003
paraná,juventude,1.0,2003
grêmio,internacional,2.0,2003
santos,sãocaetano,1.0,2003
criciúma,figueirense,0.0,2003
bahia,vitória,0.0,2003
vasco,flamengo,1.0,2003
cruzeiro,atléticomg,2.0,2003
bahia,coritiba,2.0,2003
vasco,criciúma,0.0,2003
atléticomg,grêmio,0.0,2003
internacional,paraná,0.0,2003
sãopaulo,goiás,0.0,2003
paysandu,flamengo,2.0,2003
pontepreta,corinthians,2.0,2003
sãocaetano,vitória,0.0,2003
figueirense,fortaleza,2.0,2003
juventude,cruzeiro,1.0,2003
fluminense,guarani,0.0,2003
atléticopr,santos,1.0,2003
fortaleza,vasco,1.0,2003
coritiba,sãocaetano,0.0,2003
grêmio,juventude,1.0,2003
santos,bahia,0.0,2003
flamengo,figueirense,1.0,2003
corinthians,fluminense,0.0,2003
guarani,sãopaulo,1.0,2003
criciúma,paysandu,0.0,2003
vitória,atléticopr,0.0,2003
cruzeiro,internacional,0.0,2003
paraná,atléticomg,2.0,2003
goiás,pontepreta,2.0,2003
vasco,paraná,1.0,2003
sãopaulo,sãocaetano,2.0,2003
figueirense,cruzeiro,0.0,2003
atléticomg,paysandu,0.0,2003
grêmio,flamengo,0.0,2003
guarani,goiás,0.0,2003
atléticopr,corinthians,0.0,2003
juventude,internacional,2.0,2003
fortaleza,criciúma,1.0,2003
vitória,pontepreta,1.0,2003
santos,coritiba,0.0,2003
fluminense,bahia,0.0,2003
sãocaetano,atléticopr,2.0,2003
corinthians,santos,2.0,2003
cruzeiro,fortaleza,0.0,2003
bahia,guarani,0.0,2003
paysandu,figueirense,0.0,2003
goiás,vitória,2.0,2003
flamengo,juventude,0.0,2003
internacional,vasco,0.0,2003
coritiba,sãopaulo,1.0,2003
pontepreta,fluminense,0.0,2003
criciúma,atléticomg,0.0,2003
paraná,grêmio,0.0,2003
atléticopr,goiás,2.0,2003
fortaleza,internacional,0.0,2003
vasco,paysandu,1.0,2003
atléticomg,flamengo,0.0,2003
pontepreta,bahia,0.0,2003
corinthians,coritiba,1.0,2003
criciúma,juventude,0.0,2003
figueirense,paraná,0.0,2003
sãocaetano,guarani,1.0,2003
fluminense,sãopaulo,1.0,2003
grêmio,cruzeiro,1.0,2003
vitória,santos,0.0,2003
flamengo,fortaleza,1.0,2003
juventude,figueirense,1.0,2003
bahia,sãocaetano,2.0,2003
coritiba,fluminense,0.0,2003
guarani,vitória,2.0,2003
internacional,atléticomg,2.0,2003
santos,pontepreta,0.0,2003
cruzeiro,vasco,0.0,2003
goiás,corinthians,2.0,2003
paysandu,grêmio,2.0,2003
sãopaulo,atléticopr,0.0,2003
paraná,criciúma,0.0,2003
fluminense,santos,1.0,2003
corinthians,guarani,0.0,2003
fortaleza,atléticomg,0.0,2003
internacional,figueirense,0.0,2003
juventude,paysandu,0.0,2003
atléticopr,bahia,0.0,2003
pontepreta,coritiba,2.0,2003
criciúma,flamengo,0.0,2003
goiás,sãocaetano,0.0,2003
vitória,sãopaulo,1.0,2003
cruzeiro,paraná,0.0,2003
vasco,grêmio,0.0,2003
paraná,fortaleza,0.0,2003
atléticomg,juventude,0.0,2003
paysandu,cruzeiro,0.0,2003
guarani,atléticopr,0.0,2003
figueirense,vasco,2.0,2003
santos,goiás,2.0,2003
bahia,corinthians,2.0,2003
coritiba,vitória,2.0,2003
grêmio,criciúma,1.0,2003
flamengo,internacional,0.0,2003
sãocaetano,fluminense,0.0,2003
sãopaulo,pontepreta,1.0,2003
santos,vasco,0.0,2003
goiás,atléticomg,2.0,2003
atléticopr,paysandu,2.0,2003
fortaleza,pontepreta,1.0,2003
juventude,fluminense,0.0,2003
flamengo,sãopaulo,2.0,2003
criciúma,coritiba,1.0,2003
guarani,figueirense,0.0,2003
vitória,paraná,1.0,2003
corinthians,grêmio,0.0,2003
cruzeiro,bahia,0.0,2003
internacional,sãocaetano,2.0,2003
fluminense,cruzeiro,2.0,2003
grêmio,santos,0.0,2003
sãopaulo,internacional,1.0,2003
sãocaetano,juventude,2.0,2003
figueirense,goiás,1.0,2003
paraná,corinthians,2.0,2003
paysandu,guarani,0.0,2003
coritiba,fortaleza,2.0,2003
bahia,criciúma,2.0,2003
pontepreta,flamengo,2.0,2003
vasco,atléticopr,0.0,2003
atléticomg,vitória,0.0,2003
vitória,paysandu,2.0,2003
atléticopr,paraná,0.0,2003
criciúma,sãocaetano,1.0,2003
fortaleza,fluminense,0.0,2003
juventude,pontepreta,2.0,2003
santos,atléticomg,2.0,2003
goiás,vasco,0.0,2003
cruzeiro,sãopaulo,2.0,2003
flamengo,bahia,0.0,2003
corinthians,figueirense,1.0,2003
guarani,grêmio,0.0,2003
internacional,coritiba,0.0,2003
fluminense,criciúma,2.0,2003
sãocaetano,cruzeiro,0.0,2003
paraná,santos,1.0,2003
sãopaulo,juventude,0.0,2003
paysandu,goiás,2.0,2003
pontepreta,internacional,1.0,2003
coritiba,flamengo,0.0,2003
atléticomg,corinthians,1.0,2003
figueirense,vitória,1.0,2003
bahia,fortaleza,0.0,2003
vasco,guarani,2.0,2003
grêmio,atléticopr,2.0,2003
vasco,vitória,0.0,2003
bahia,internacional,1.0,2003
figueirense,santos,0.0,2003
coritiba,juventude,0.0,2003
atléticomg,atléticopr,1.0,2003
sãopaulo,criciúma,2.0,2003
paysandu,corinthians,2.0,2003
sãocaetano,fortaleza,0.0,2003
pontepreta,cruzeiro,1.0,2003
paraná,guarani,2.0,2003
grêmio,goiás,1.0,2003
fluminense,flamengo,1.0,2003
flamengo,sãocaetano,0.0,2003
goiás,paraná,0.0,2003
juventude,bahia,0.0,2003
cruzeiro,coritiba,2.0,2003
atléticopr,figueirense,1.0,2003
vitória,grêmio,0.0,2003
santos,paysandu,0.0,2003
fortaleza,sãopaulo,1.0,2003
corinthians,vasco,2.0,2003
internacional,fluminense,1.0,2003
guarani,atléticomg,2.0,2003
criciúma,pontepreta,0.0,2003
santos,flamengo,0.0,2003
atléticopr,fortaleza,0.0,2003
goiás,cruzeiro,0.0,2003
grêmio,sãocaetano,2.0,2003
vasco,sãopaulo,0.0,2003
paysandu,pontepreta,0.0,2003
paraná,fluminense,0.0,2003
vitória,juventude,0.0,2003
guarani,criciúma,0.0,2003
figueirense,coritiba,1.0,2003
corinthians,internacional,0.0,2003
atléticomg,bahia,0.0,2003
fluminense,grêmio,0.0,2003
fortaleza,santos,2.0,2003
internacional,vitória,1.0,2003
cruzeiro,guarani,0.0,2003
sãopaulo,paysandu,0.0,2003
sãocaetano,vasco,0.0,2003
juventude,goiás,1.0,2003
flamengo,corinthians,0.0,2003
bahia,paraná,0.0,2003
pontepreta,figueirense,2.0,2003
criciúma,atléticopr,0.0,2003
coritiba,atléticomg,2.0,2003
santos,criciúma,0.0,2003
atléticopr,cruzeiro,1.0,2003
grêmio,bahia,2.0,2003
corinthians,fortaleza,0.0,2003
vitória,flamengo,0.0,2003
figueirense,sãopaulo,2.0,2003
goiás,internacional,0.0,2003
paysandu,sãocaetano,0.0,2003
guarani,juventude,0.0,2003
paraná,coritiba,1.0,2003
vasco,fluminense,0.0,2003
atléticomg,pontepreta,0.0,2003
cruzeiro,santos,0.0,2003
coritiba,grêmio,0.0,2003
pontepreta,paraná,0.0,2003
fluminense,paysandu,2.0,2003
internacional,guarani,0.0,2003
bahia,vasco,0.0,2003
criciúma,corinthians,0.0,2003
fortaleza,vitória,0.0,2003
juventude,atléticopr,0.0,2003
sãocaetano,figueirense,1.0,2003
sãopaulo,atléticomg,2.0,2003
flamengo,goiás,2.0,2003
atléticopr,internacional,0.0,2003
grêmio,pontepreta,2.0,2003
goiás,fortaleza,1.0,2003
paysandu,bahia,0.0,2003
vitória,criciúma,2.0,2003
guarani,flamengo,0.0,2003
paraná,sãopaulo,0.0,2003
santos,juventude,2.0,2003
corinthians,cruzeiro,1.0,2003
figueirense,fluminense,2.0,2003
vasco,coritiba,0.0,2003
atléticomg,sãocaetano,0.0,2003
internacional,santos,0.0,2003
sãopaulo,grêmio,0.0,2003
flamengo,atléticopr,0.0,2003
cruzeiro,vitória,0.0,2003
bahia,figueirense,2.0,2003
criciúma,goiás,0.0,2003
fortaleza,guarani,0.0,2003
juventude,corinthians,0.0,2003
pontepreta,vasco,2.0,2003
sãocaetano,paraná,0.0,2003
fluminense,atléticomg,1.0,2003
coritiba,paysandu,0.0,2003
atléticopr,fluminense,2.0,2003
paysandu,internacional,2.0,2003
sãocaetano,pontepreta,0.0,2003
grêmio,figueirense,0.0,2003
sãopaulo,santos,1.0,2003
vitória,corinthians,1.0,2003
goiás,bahia,0.0,2003
atléticomg,vasco,0.0,2003
juventude,fortaleza,2.0,2003
guarani,coritiba,0.0,2003
flamengo,paraná,1.0,2003
criciúma,cruzeiro,1.0,2003
vasco,juventude,2.0,2003
fortaleza,grêmio,2.0,2003
corinthians,sãocaetano,1.0,2003
coritiba,goiás,0.0,2003
pontepreta,atléticopr,2.0,2003
santos,guarani,2.0,2003
bahia,sãopaulo,0.0,2003
cruzeiro,flamengo,0.0,2003
paraná,paysandu,0.0,2003
internacional,criciúma,0.0,2003
fluminense,vitória,0.0,2003
figueirense,atléticomg,1.0,2003
atléticopr,coritiba,0.0,2003
guarani,pontepreta,1.0,2003
sãocaetano,santos,2.0,2003
atléticomg,cruzeiro,1.0,2003
figueirense,criciúma,0.0,2003
sãopaulo,corinthians,0.0,2003
vitória,bahia,0.0,2003
goiás,fluminense,0.0,2003
juventude,paraná,2.0,2003
flamengo,vasco,0.0,2003
internacional,grêmio,1.0,2003
paysandu,fortaleza,0.0,2003
goiás,sãopaulo,0.0,2003
guarani,fluminense,0.0,2003
flamengo,paysandu,0.0,2003
grêmio,atléticomg,2.0,2003
coritiba,bahia,0.0,2003
paraná,internacional,0.0,2003
santos,atléticopr,0.0,2003
criciúma,vasco,0.0,2003
fortaleza,figueirense,2.0,2003
vitória,sãocaetano,2.0,2003
corinthians,pontepreta,0.0,2003
cruzeiro,juventude,1.0,2003
pontepreta,goiás,1.0,2003
sãocaetano,coritiba,0.0,2003
atléticopr,vitória,1.0,2003
figueirense,flamengo,2.0,2003
fluminense,corinthians,0.0,2003
internacional,cruzeiro,0.0,2003
bahia,santos,1.0,2003
paysandu,criciúma,0.0,2003
sãopaulo,guarani,2.0,2003
atléticomg,paraná,2.0,2003
juventude,grêmio,1.0,2003
vasco,fortaleza,2.0,2003
coritiba,santos,1.0,2003
bahia,fluminense,2.0,2003
pontepreta,vitória,2.0,2003
cruzeiro,figueirense,0.0,2003
sãocaetano,sãopaulo,1.0,2003
paraná,vasco,2.0,2003
goiás,guarani,0.0,2003
criciúma,fortaleza,2.0,2003
corinthians,atléticopr,1.0,2003
paysandu,atléticomg,0.0,2003
flamengo,grêmio,0.0,2003
internacional,juventude,2.0,2003
guarani,bahia,0.0,2003
atléticopr,sãocaetano,0.0,2003
grêmio,paraná,1.0,2003
fluminense,pontepreta,2.0,2003
atléticomg,criciúma,2.0,2003
santos,corinthians,0.0,2003
juventude,flamengo,2.0,2003
fortaleza,cruzeiro,1.0,2003
figueirense,paysandu,0.0,2003
vitória,goiás,1.0,2003
vasco,internacional,1.0,2003
sãopaulo,coritiba,0.0,2003
paraná,figueirense,2.0,2003
internacional,fortaleza,2.0,2003
juventude,criciúma,0.0,2003
paysandu,vasco,1.0,2003
sãopaulo,fluminense,0.0,2003
coritiba,corinthians,0.0,2003
santos,vitória,0.0,2003
cruzeiro,grêmio,0.0,2003
bahia,pontepreta,0.0,2003
goiás,atléticopr,0.0,2003
flamengo,atléticomg,0.0,2003
guarani,sãocaetano,1.0,2003
fluminense,coritiba,0.0,2003
grêmio,paysandu,0.0,2003
criciúma,paraná,1.0,2003
pontepreta,santos,1.0,2003
vasco,cruzeiro,1.0,2003
fortaleza,flamengo,0.0,2003
atléticopr,sãopaulo,0.0,2003
sãocaetano,bahia,0.0,2003
figueirense,juventude,0.0,2003
vitória,guarani,2.0,2003
corinthians,goiás,0.0,2003
atléticomg,internacional,1.0,2003
figueirense,internacional,0.0,2003
atléticomg,fortaleza,0.0,2003
coritiba,pontepreta,2.0,2003
grêmio,vasco,0.0,2003
flamengo,criciúma,0.0,2003
santos,fluminense,0.0,2003
paraná,cruzeiro,1.0,2003
sãocaetano,goiás,0.0,2003
bahia,atléticopr,1.0,2003
sãopaulo,vitória,0.0,2003
guarani,corinthians,1.0,2003
paysandu,juventude,0.0,2003
vasco,figueirense,0.0,2003
juventude,atléticomg,0.0,2003
atléticopr,guarani,0.0,2003
fluminense,sãocaetano,0.0,2003
internacional,flamengo,0.0,2003
goiás,santos,0.0,2003
fortaleza,paraná,0.0,2003
criciúma,grêmio,1.0,2003
vitória,coritiba,0.0,2003
pontepreta,sãopaulo,1.0,2003
corinthians,bahia,1.0,2003
cruzeiro,paysandu,0.0,2003
vitória,atléticomg,1.0,2003
goiás,figueirense,1.0,2003
atléticopr,vasco,2.0,2003
corinthians,paraná,2.0,2003
cruzeiro,fluminense,0.0,2003
guarani,paysandu,0.0,2003
santos,grêmio,2.0,2003
flamengo,pontepreta,2.0,2003
criciúma,bahia,0.0,2003
fortaleza,coritiba,2.0,2003
internacional,sãopaulo,2.0,2003
juventude,sãocaetano,0.0,2003
paraná,vitória,0.0,2003
coritiba,criciúma,0.0,2003
atléticomg,goiás,0.0,2003
figueirense,guarani,0.0,2003
sãocaetano,internacional,0.0,2003
grêmio,corinthians,0.0,2003
pontepreta,fortaleza,0.0,2003
bahia,cruzeiro,1.0,2003
fluminense,juventude,0.0,2003
paysandu,atléticopr,2.0,2003
vasco,santos,2.0,2003
sãopaulo,flamengo,1.0,2003
botafogo,goiás,1.0,2004
figueirense,internacional,0.0,2004
sãocaetano,vitória,0.0,2004
cruzeiro,juventude,0.0,2004
palmeiras,atléticomg,2.0,2004
grêmio,flamengo,2.0,2004
pontepreta,corinthians,0.0,2004
paraná,santos,0.0,2004
coritiba,guarani,0.0,2004
vasco,criciúma,1.0,2004
paysandu,fluminense,2.0,2004
sãopaulo,atléticopr,0.0,2004
flamengo,pontepreta,2.0,2004
goiás,cruzeiro,2.0,2004
juventude,grêmio,2.0,2004
internacional,palmeiras,0.0,2004
atléticomg,vasco,2.0,2004
fluminense,coritiba,2.0,2004
corinthians,paysandu,0.0,2004
guarani,sãocaetano,2.0,2004
atléticopr,figueirense,1.0,2004
vitória,paraná,0.0,2004
criciúma,sãopaulo,2.0,2004
santos,botafogo,0.0,2004
botafogo,atléticomg,2.0,2004
coritiba,internacional,2.0,2004
paysandu,atléticopr,1.0,2004
cruzeiro,criciúma,2.0,2004
pontepreta,goiás,0.0,2004
grêmio,corinthians,0.0,2004
figueirense,santos,0.0,2004
sãopaulo,fluminense,0.0,2004
paraná,flamengo,0.0,2004
vasco,guarani,1.0,2004
palmeiras,vitória,2.0,2004
sãocaetano,juventude,0.0,2004
internacional,paysandu,0.0,2004
criciúma,botafogo,0.0,2004
atléticomg,pontepreta,1.0,2004
goiás,grêmio,0.0,2004
flamengo,sãocaetano,2.0,2004
santos,cruzeiro,1.0,2004
fluminense,vasco,0.0,2004
corinthians,palmeiras,1.0,2004
juventude,paraná,0.0,2004
vitória,figueirense,0.0,2004
guarani,sãopaulo,1.0,2004
atléticopr,coritiba,2.0,2004
santos,juventude,0.0,2004
paraná,cruzeiro,0.0,2004
guarani,atléticopr,2.0,2004
sãocaetano,criciúma,0.0,2004
vasco,grêmio,2.0,2004
palmeiras,pontepreta,0.0,2004
internacional,fluminense,2.0,2004
atléticomg,corinthians,2.0,2004
botafogo,paysandu,2.0,2004
goiás,figueirense,0.0,2004
vitória,flamengo,0.0,2004
coritiba,sãopaulo,1.0,2004
paysandu,vasco,1.0,2004
atléticopr,santos,0.0,2004
cruzeiro,palmeiras,0.0,2004
flamengo,internacional,1.0,2004
figueirense,sãocaetano,0.0,2004
criciúma,goiás,0.0,2004
juventude,atléticomg,2.0,2004
pontepreta,coritiba,2.0,2004
grêmio,botafogo,2.0,2004
sãopaulo,paraná,2.0,2004
fluminense,vitória,0.0,2004
corinthians,guarani,0.0,2004
botafogo,figueirense,2.0,2004
paysandu,grêmio,1.0,2004
internacional,goiás,0.0,2004
coritiba,atléticomg,1.0,2004
santos,palmeiras,1.0,2004
flamengo,fluminense,1.0,2004
sãocaetano,vasco,0.0,2004
paraná,pontepreta,1.0,2004
criciúma,vitória,0.0,2004
juventude,guarani,0.0,2004
corinthians,atléticopr,1.0,2004
cruzeiro,sãopaulo,0.0,2004
fluminense,criciúma,2.0,2004
pontepreta,juventude,1.0,2004
figueirense,paysandu,2.0,2004
palmeiras,coritiba,0.0,2004
vitória,internacional,0.0,2004
atléticomg,santos,2.0,2004
vasco,botafogo,0.0,2004
sãopaulo,corinthians,2.0,2004
guarani,paraná,0.0,2004
goiás,flamengo,2.0,2004
atléticopr,cruzeiro,0.0,2004
grêmio,sãocaetano,1.0,2004
fluminense,guarani,2.0,2004
paraná,botafogo,2.0,2004
internacional,atléticomg,0.0,2004
sãopaulo,grêmio,0.0,2004
goiás,corinthians,2.0,2004
palmeiras,vasco,2.0,2004
cruzeiro,paysandu,0.0,2004
coritiba,sãocaetano,0.0,2004
criciúma,juventude,0.0,2004
pontepreta,figueirense,1.0,2004
flamengo,atléticopr,0.0,2004
vitória,santos,1.0,2004
grêmio,coritiba,2.0,2004
atléticopr,vitória,1.0,2004
vasco,paraná,2.0,2004
figueirense,cruzeiro,2.0,2004
sãocaetano,palmeiras,2.0,2004
corinthians,flamengo,2.0,2004
botafogo,pontepreta,1.0,2004
paysandu,sãopaulo,0.0,2004
guarani,criciúma,0.0,2004
juventude,goiás,2.0,2004
santos,internacional,0.0,2004
atléticomg,fluminense,0.0,2004
criciúma,grêmio,1.0,2004
coritiba,paraná,2.0,2004
flamengo,figueirense,1.0,2004
santos,guarani,0.0,2004
internacional,vasco,1.0,2004
juventude,corinthians,0.0,2004
botafogo,fluminense,2.0,2004
palmeiras,sãopaulo,0.0,2004
paysandu,vitória,0.0,2004
goiás,sãocaetano,0.0,2004
pontepreta,cruzeiro,0.0,2004
atléticomg,atléticopr,1.0,2004
internacional,criciúma,0.0,2004
sãopaulo,pontepreta,0.0,2004
atléticopr,juventude,0.0,2004
figueirense,vasco,2.0,2004
vitória,goiás,2.0,2004
guarani,atléticomg,2.0,2004
fluminense,grêmio,0.0,2004
paraná,palmeiras,1.0,2004
sãocaetano,botafogo,1.0,2004
corinthians,santos,1.0,2004
flamengo,paysandu,0.0,2004
cruzeiro,coritiba,1.0,2004
sãopaulo,atléticomg,0.0,2004
goiás,fluminense,0.0,2004
grêmio,figueirense,2.0,2004
vasco,vitória,0.0,2004
botafogo,internacional,0.0,2004
paraná,atléticopr,0.0,2004
cruzeiro,guarani,0.0,2004
palmeiras,juventude,0.0,2004
paysandu,sãocaetano,2.0,2004
criciúma,flamengo,2.0,2004
pontepreta,santos,1.0,2004
coritiba,corinthians,1.0,2004
pontepreta,guarani,0.0,2004
internacional,grêmio,0.0,2004
santos,sãopaulo,0.0,2004
vitória,botafogo,0.0,2004
flamengo,vasco,1.0,2004
juventude,coritiba,0.0,2004
goiás,paysandu,0.0,2004
corinthians,paraná,0.0,2004
atléticopr,palmeiras,2.0,2004
figueirense,criciúma,0.0,2004
fluminense,sãocaetano,0.0,2004
atléticomg,cruzeiro,0.0,2004
atléticomg,vitória,2.0,2004
corinthians,criciúma,0.0,2004
juventude,fluminense,0.0,2004
grêmio,cruzeiro,1.0,2004
guarani,internacional,0.0,2004
figueirense,paraná,2.0,2004
paysandu,pontepreta,0.0,2004
atléticopr,goiás,0.0,2004
vasco,coritiba,1.0,2004
sãocaetano,sãopaulo,2.0,2004
botafogo,palmeiras,2.0,2004
santos,flamengo,0.0,2004
cruzeiro,botafogo,0.0,2004
internacional,atléticopr,0.0,2004
palmeiras,grêmio,0.0,2004
vitória,corinthians,2.0,2004
paraná,sãocaetano,1.0,2004
goiás,guarani,0.0,2004
flamengo,juventude,1.0,2004
fluminense,santos,0.0,2004
criciúma,atléticomg,0.0,2004
coritiba,paysandu,2.0,2004
pontepreta,vasco,0.0,2004
sãopaulo,figueirense,0.0,2004
grêmio,paraná,0.0,2004
corinthians,internacional,2.0,2004
juventude,vitória,0.0,2004
atléticomg,goiás,1.0,2004
guarani,flamengo,1.0,2004
figueirense,coritiba,2.0,2004
paysandu,palmeiras,0.0,2004
sãocaetano,pontepreta,1.0,2004
vasco,cruzeiro,0.0,2004
botafogo,sãopaulo,0.0,2004
atléticopr,fluminense,0.0,2004
santos,criciúma,0.0,2004
fluminense,corinthians,0.0,2004
internacional,juventude,1.0,2004
sãopaulo,vasco,0.0,2004
coritiba,botafogo,0.0,2004
criciúma,atléticopr,0.0,2004
vitória,guarani,0.0,2004
flamengo,atléticomg,2.0,2004
cruzeiro,sãocaetano,1.0,2004
goiás,santos,2.0,2004
palmeiras,figueirense,2.0,2004
pontepreta,grêmio,0.0,2004
paraná,paysandu,0.0,2004
botafogo,flamengo,2.0,2004
corinthians,cruzeiro,0.0,2004
atléticopr,pontepreta,0.0,2004
grêmio,vitória,0.0,2004
paysandu,criciúma,2.0,2004
figueirense,fluminense,0.0,2004
guarani,palmeiras,0.0,2004
juventude,sãopaulo,1.0,2004
vasco,goiás,0.0,2004
sãocaetano,internacional,0.0,2004
atléticomg,paraná,0.0,2004
santos,coritiba,0.0,2004
fluminense,cruzeiro,2.0,2004
atléticopr,grêmio,2.0,2004
flamengo,palmeiras,1.0,2004
juventude,vasco,2.0,2004
criciúma,pontepreta,0.0,2004
corinthians,sãocaetano,0.0,2004
santos,paysandu,0.0,2004
atléticomg,figueirense,0.0,2004
goiás,paraná,0.0,2004
vitória,coritiba,2.0,2004
internacional,sãopaulo,2.0,2004
guarani,botafogo,1.0,2004
pontepreta,fluminense,0.0,2004
palmeiras,goiás,1.0,2004
figueirense,guarani,2.0,2004
sãocaetano,atléticopr,1.0,2004
paysandu,atléticomg,0.0,2004
paraná,criciúma,1.0,2004
vasco,corinthians,1.0,2004
coritiba,flamengo,0.0,2004
grêmio,santos,0.0,2004
botafogo,juventude,1.0,2004
cruzeiro,internacional,0.0,2004
sãopaulo,vitória,0.0,2004
fluminense,paraná,0.0,2004
santos,sãocaetano,1.0,2004
goiás,coritiba,1.0,2004
atléticomg,grêmio,0.0,2004
flamengo,sãopaulo,0.0,2004
corinthians,botafogo,2.0,2004
internacional,pontepreta,1.0,2004
guarani,paysandu,2.0,2004
juventude,figueirense,2.0,2004
vitória,cruzeiro,0.0,2004
criciúma,palmeiras,1.0,2004
atléticopr,vasco,0.0,2004
sãopaulo,goiás,0.0,2004
paraná,internacional,1.0,2004
pontepreta,vitória,0.0,2004
grêmio,guarani,2.0,2004
paysandu,juventude,1.0,2004
figueirense,corinthians,1.0,2004
